,index,UserId,Summary,AvgScore,Summary_Clean
126,451,A2EOVDLORWQEBT,"['Great Bottles', 'Swallows water like a frat boy pounds beers!', 'Best Cleaner Out There', 'Not what I thought they were.', 'So far So Good', 'Smelly Goodness', 'Perfect interior and engine detail brush', 'Works better than I thought it would', 'Works Ok', 'Great pads', 'Very Good All In One Product', 'Best Odor Eliminator I have ever used', 'Not a bad deal for what you get.', 'Does not fit a 2006 LR3 as stated', 'I love this stuff!', 'One of the best I have ever owned.', 'Great product', ""It's not clay but works just as well."", 'Great Quick Detailer', 'Use this instead of Sonax', ""It's Magic!!!"", ""Work's Ok"", 'Great Brush', 'Wrong item sent', 'A must for any one serious about the paint on cars', 'Good Shine', 'Great muffler', 'A must for any detail shop', 'Works the best out there']",4.413793103448276,great bottles swallows water like a frat boy pounds beers best cleaner out there not what i thought they were so far so good smelly goodness perfect interior and engine detail brush works better than i thought it would works ok great pads very good all in one product best odor eliminator i have ever used not a bad deal for what you get does not fit a lr as stated i love this stuff one of the best i have ever owned great product it s not clay but works just as well great quick detailer use this instead of sonax it s magic work s ok great brush wrong item sent a must for any one serious about the paint on cars good shine great muffler a must for any detail shop works the best out there
127,452,A2EPLN9HCIKXP,"['Complete struts are awesome!', ""It's worth the price!"", 'Does the job for cheap', 'Inexpensive and works fine', 'Good stopping power for the price!', 'Nice price for OEM part', 'Nice price', 'Great kit!', 'Nice complete kit!', 'Good stuff', 'Good product', 'Does the job and awesome price', 'Does the job', 'Inexpensive way to replace rotors', 'Great quality for less', 'Would be nice if it fit!', 'Awesome for the price!', 'Nice', 'Not quite OEM quality, but great for the price', 'Why more?', 'Advertised wrong part', 'Hope I got a defect one last year', 'It works fine', 'Works and fits fine', 'Does the job without the OEM price', 'Not exactly', 'Denso products are awesome', 'Almost as good', 'If only it was for the front', 'Denso products are OEM!', 'Be careful and make sure', 'It was an inch too short.', 'Had to make it work!', 'Good stopping power, but allot of dust!', 'Wrong part by the application', 'I love Bando belts', 'It does the job', 'Never fails!']",3.736842105263158,complete struts are awesome it s worth the price does the job for cheap inexpensive and works fine good stopping power for the price nice price for oem part nice price great kit nice complete kit good stuff good product does the job and awesome price does the job inexpensive way to replace rotors great quality for less would be nice if it fit awesome for the price nice not quite oem quality but great for the price why more advertised wrong part hope i got a defect one last year it works fine works and fits fine does the job without the oem price not exactly denso products are awesome almost as good if only it was for the front denso products are oem be careful and make sure it was an inch too short had to make it work good stopping power but allot of dust wrong part by the application i love bando belts it does the job never fails
128,453,A2EQ0QDOSGH6AC,"['Heavy duty pads', 'Add an outlet to the bike, painlessly', 'Greatest gift I could give my bum', '7500 peak 72db electric start gennie', 'New Starter, new life for my Tractor', 'Awesome compliment to tire chains', 'fix mysterious electrical issues in your Chevy', 'Heavy duty brake rotor', 'There are Ventshades and there are WeatherTech deflectors', 'Great product inexpensive', 'replacement switch', 'Cassette deck head cleaner', 'For my Sears Craftsman Tractor, all LT GT Sears', 'OEM equivelent', 'Keep the nasty off your windshield', ""Inexpensive Led's"", 'Universal Clock for handlebars', 'Bluetooth Headset for your Helmet (motorcycle, off road, snow sport, etc.) these have upgraded speakers', 'Long 1156 great illumination', 'Not as bright as 55w halogen but...', 'Cloth flight banners', 'Snow Broom, soft and safe for your car', 'Full replacement with boulbs and, that wierd board that is on the back of the lights', 'Yes, you can fix that leaky door', 'Inexpensive tint', 'Not just Ventshade, this is WeatherTech', 'On my Tahoe, the perfect compliment to the exhaust', 'stabilizer', 'Need a 7 round and 5 flat hitch?']",4.689655172413793,heavy duty pads add an outlet to the bike painlessly greatest gift i could give my bum peak db electric start gennie new starter new life for my tractor awesome compliment to tire chains fix mysterious electrical issues in your chevy heavy duty brake rotor there are ventshades and there are weathertech deflectors great product inexpensive replacement switch cassette deck head cleaner for my sears craftsman tractor all lt gt sears oem equivelent keep the nasty off your windshield inexpensive led s universal clock for handlebars bluetooth headset for your helmet motorcycle off road snow sport etc these have upgraded speakers long great illumination not as bright as w halogen but cloth flight banners snow broom soft and safe for your car full replacement with boulbs and that wierd board that is on the back of the lights yes you can fix that leaky door inexpensive tint not just ventshade this is weathertech on my tahoe the perfect compliment to the exhaust stabilizer need a round and flat hitch
129,454,A2ER8Z81N29KO3,"['Perfect Fit!!', 'Awesome plow!!!', 'Perfect.', 'Perfect fit 06 Polaris Sportsman 450', 'Perfect!!', 'Best deal anywhere!!!!', 'Best price anywhere', 'Very poor finish!!', 'My seat looks like new!!', 'Polaris Sportsman 450', 'Start your engine!!', 'Awesome!!', 'Poor QC!!', 'Bought for Polaris Sportsman 450!', 'Stopping power!!', 'It works.', 'A perfect fit!!', 'Great deal!!', 'Awesome!!!', 'Perfect!!', 'Great plugs!!', 'Great looking side steps!', 'Awesome deal!!', 'Awesome!!!', 'Perfect!!', 'Great deal!!', 'Awesome!!', 'Works Perfectly', 'Great pads.....']",4.758620689655173,perfect fit awesome plow perfect perfect fit polaris sportsman perfect best deal anywhere best price anywhere very poor finish my seat looks like new polaris sportsman start your engine awesome poor qc bought for polaris sportsman stopping power it works a perfect fit great deal awesome perfect great plugs great looking side steps awesome deal awesome perfect great deal awesome works perfectly great pads
130,455,A2ESPSJ92QM438,"['Awesome product!', 'Simple and perfect!', 'Great Product, easy to install!', 'Works great!', 'This is an awesome product!', 'Great Product!', 'Beautiful product, and very well built.', 'Great addition, extremely good price for so much benefit.', 'Nice peice, well made and great price.', 'Awesome battery!', 'Awesome tool!', 'Great Product, I highly recommend it!', 'Exact fit, retainers only.', ""Don't buy some cheap tach. This is what you want, and you won't regret it."", 'The exact product for the job.', 'Dead on the money extact fit!', 'Great tire at a great price.', 'Amazing product!', 'Use these on 2003-2010 Dodge Vipers', 'Great shifter', 'Nice pump, missing some stuff I needed', 'Amazing job on these headers!', 'Brilliant Peice on hardware.', 'Fanastic product!', 'Great solar charging system!', 'Greast tire at a great price!', 'Super nice peice of equipment!']",4.925925925925926,awesome product simple and perfect great product easy to install works great this is an awesome product great product beautiful product and very well built great addition extremely good price for so much benefit nice peice well made and great price awesome battery awesome tool great product i highly recommend it exact fit retainers only don t buy some cheap tach this is what you want and you won t regret it the exact product for the job dead on the money extact fit great tire at a great price amazing product use these on dodge vipers great shifter nice pump missing some stuff i needed amazing job on these headers brilliant peice on hardware fanastic product great solar charging system greast tire at a great price super nice peice of equipment
131,461,A2F4OUYS6G6LM0,"['Excellent digital scale, easy to operate, large display.', 'Restores that OEM appearance', 'Not suitable for Arizona...', 'Comes out of the box about 60 percent charged...', 'Trust OEM Genuine Toyota when you only change oil every 10K miles...', 'Great way to make old hoses EPA compliant.  Better than new hose ends.', 'A good value and versatile pump for all HVAC and MVAC', ""I had it's older brother for 20 years..."", 'Gotta have these for Prius', 'Excellent product with OEM fit and finish at a low price...', 'Great filter exceeds OEM specifications at a much lower price.', 'Great OEM fit and finish at a low price...', 'Easy way to charge your cell phone from a motorcycle...', 'High Quality Door Stop', ""Very rare find... Maybe I just didn't know the name of it."", 'The only way to change a valve core without losing the charge.', 'Great way to charge your phone with OEM AC charger.', 'Excellent OEM fit and look from an aftermarket supplier', 'Great vacuum pump for the price...', 'Of course now Toyota is giving free maintenance for 2 years.', 'Great product to keep your injectors clean and lubricated.', 'Great for testing condenser fan motors HVAC', 'Looks and feels like OEM part', 'This is better than a general purpose oil filter socket...', 'Easy to use, fast response, shows vacuum pump performance and helps isolate leakage', 'Half the price of a battery with motorcycle bolt-on terminals...', 'Superb Replacement Latches', 'Good fit, like OEM caps', 'Perfect fit on 1999 Thor Tahoe', 'Fast leveling as you park camper', 'It takes 3 of these for a 1999 supercrew longbed...', 'Perfect fit on 1999 Thor Tahoe']",4.78125,excellent digital scale easy to operate large display restores that oem appearance not suitable for arizona comes out of the box about percent charged trust oem genuine toyota when you only change oil every k miles great way to make old hoses epa compliant better than new hose ends a good value and versatile pump for all hvac and mvac i had it s older brother for years got ta have these for prius excellent product with oem fit and finish at a low price great filter exceeds oem specifications at a much lower price great oem fit and finish at a low price easy way to charge your cell phone from a motorcycle high quality door stop very rare find maybe i just didn t know the name of it the only way to change a valve core without losing the charge great way to charge your phone with oem ac charger excellent oem fit and look from an aftermarket supplier great vacuum pump for the price of course now toyota is giving free maintenance for years great product to keep your injectors clean and lubricated great for testing condenser fan motors hvac looks and feels like oem part this is better than a general purpose oil filter socket easy to use fast response shows vacuum pump performance and helps isolate leakage half the price of a battery with motorcycle bolt on terminals superb replacement latches good fit like oem caps perfect fit on thor tahoe fast leveling as you park camper it takes of these for a supercrew longbed perfect fit on thor tahoe
132,467,A2FTGWMYLP4M8U,"['Great rebuilt carbs', 'A good value', 'Completely generic mounting/fit', 'Mostly line up correctly', 'Absolutely like OEM', 'Very nice piece', 'Mostly plastic, slow to register a reading', 'Kind of works...a few times', 'Exactly as OEM.', ""Ok, maybe these things just can't work any better?"", 'Very well made piece', 'Great match to OEM', 'decent piece', 'Very nice product for the money', 'OK, but kind of not enough room to be useful', 'It fits and works (initially)', 'good piece', 'pretty well approximates the OEM', 'Nice piece of kit but too expensive', 'Cheap and dim', 'A well made repro part', 'Good replacements.', 'Absolutely correct', 'came pre-scratched,  very light construction', 'Good piece of kit for the price', 'just what it is supposed to be', 'AC Delco?  right.', 'Not even remotely like the OEM knobs', 'nice tops, well made', 'what is up with the terrible packaging?', 'great wax', 'poorly set up kit', 'good piece of kit', 'Prime playing with prices again', 'Close, but not good enough']",3.5714285714285716,great rebuilt carbs a good value completely generic mounting fit mostly line up correctly absolutely like oem very nice piece mostly plastic slow to register a reading kind of works a few times exactly as oem ok maybe these things just can t work any better very well made piece great match to oem decent piece very nice product for the money ok but kind of not enough room to be useful it fits and works initially good piece pretty well approximates the oem nice piece of kit but too expensive cheap and dim a well made repro part good replacements absolutely correct came pre scratched very light construction good piece of kit for the price just what it is supposed to be ac delco right not even remotely like the oem knobs nice tops well made what is up with the terrible packaging great wax poorly set up kit good piece of kit prime playing with prices again close but not good enough
133,469,A2FV22TBLETNGL,"['great value', 'saves my carpet', 'like a glove', 'Great product at a great price', 'GOOD PRICE GREAT PRODUCT', 'fits well but hard for arm to go back on', 'fits like a glove, works like a charm', 'good fit works great', 'great price good product', 'The lights are a good package', 'Awesome!', 'looks just like original', 'GOOD PART PRICE, BUT CAME WARPED AND DIDNT HAVE TIME TO WAIT', ""try one...you're gonna like it!"", 'great looking helmet and a great price', 'great lights', 'great lights', 'good helmet for the buck', 'great concept', 'about right for the price', ""wouldn't use em at night but ok"", 'looks good', 'nice', 'great product', 'TYC', 'exactly what i wanted', 'good buy', 'looks great and fits even better', 'get what ya pay for i guess']",4.275862068965517,great value saves my carpet like a glove great product at a great price good price great product fits well but hard for arm to go back on fits like a glove works like a charm good fit works great great price good product the lights are a good package awesome looks just like original good part price but came warped and didnt have time to wait try one you re gon na like it great looking helmet and a great price great lights great lights good helmet for the buck great concept about right for the price wouldn t use em at night but ok looks good nice great product tyc exactly what i wanted good buy looks great and fits even better get what ya pay for i guess
134,479,A2GV96XCT8BJPI,"['Make a point', 'Stylish', 'display', 'looks good on bike', 'nissan pr04x titan', 'good product', 'not sure', 'Excellent', 'excellent', 'good', 'small', 'wow good price free shipping', 'Big horn sound', 'good product', 'Kaw', 'liked', 'works', 'Going back not needed', 'Can breath', 'Got to love them Zombies', 'fit the nissan titan pro4x 2012', 'on the truck', 'much louder', 'Avalon fit', 'works well', 'Sturgis bike trip', 'Waterproof', 'right one']",4.892857142857143,make a point stylish display looks good on bike nissan pr x titan good product not sure excellent excellent good small wow good price free shipping big horn sound good product kaw liked works going back not needed can breath got to love them zombies fit the nissan titan pro x on the truck much louder avalon fit works well sturgis bike trip waterproof right one
135,481,A2GXTINOCI3JNU,"['Perfect fit for a 1998 Jeep Cherokee', 'Great Windshield Washer Pump for under $15!', 'Pretty Good for a Rattle Can!', 'Good Flex Joint for a custom exhaust', 'Great Heavy Duty Rivet Tool for a Light Duty Price!', 'Perfect FIT~ Perfect Price!', 'Great Replacement part!', 'Easy Install on a 98 Ford Ranger!', 'God Bless America!!!!!', 'Great Harness, Heavy Duty Wiring! Perfect for my lighting issue!', '$13 for a Heavy Duty Hitch', 'So-so build quality--average performance', '2001 Jeep Grand Cherokee', 'Perfect Fit on Jeep Liberty!', 'Cheap, Good Fix for a 97 F150 Tailgate', 'Good Pads on a 97 f150 rolling on 35s', 'Nice Improvement for my 1997 4.6L F150', '2.5"" OD to 3.0"" ID', 'Ford Ranger Perfect Fit!', 'Great Rotors for a Jeep Grand Cherokee', 'Motorcraft product for an economy price!', 'Looks Pretty Sharp on My F150', 'Awesome Scanner for the Price!', 'Great Front Dome Light Replacement for a 1998 Jeep Cherpokee', 'Great fit for 2012 Patriot', 'Great Cargo Light', 'Why pay more anywhere else?', 'May Not Be the Best Choice for a 1997 F150...', 'A lot of Grille fro $40!', 'Does not fit a 1997 F150 Stepside', 'Best $20 Light ever!', 'Good fit in mt 97 F150', 'Great F150 Reading Light Replacements!', 'Stay Far Away From This Support Panel!']",4.529411764705882,perfect fit for a jeep cherokee great windshield washer pump for under pretty good for a rattle can good flex joint for a custom exhaust great heavy duty rivet tool for a light duty price perfect fit perfect price great replacement part easy install on a ford ranger god bless america great harness heavy duty wiring perfect for my lighting issue for a heavy duty hitch so so build quality average performance jeep grand cherokee perfect fit on jeep liberty cheap good fix for a f tailgate good pads on a f rolling on s nice improvement for my l f od to id ford ranger perfect fit great rotors for a jeep grand cherokee motorcraft product for an economy price looks pretty sharp on my f awesome scanner for the price great front dome light replacement for a jeep cherpokee great fit for patriot great cargo light why pay more anywhere else may not be the best choice for a f a lot of grille fro does not fit a f stepside best light ever good fit in mt f great f reading light replacements stay far away from this support panel
136,482,A2GZ0XEBG58DV0,"['Nice way to control airbags', 'Disappointed overall', 'These come in both ""plusnut"" and ""cap nut"" versions, order carefully.', 'Yakima vs Sportrack basket', 'This one fits M8000 and other remote solenoid winches', 'Buy the littelfuse instead', 'Great plug', 'Good, low cost cable chains', 'Excellent', 'Works well.  12 AWG leads.', 'Good with some changes', 'Work well, but squeal when warm.', 'Here are some specs missing from Amazons page', 'Water tastes great after treatment', 'Good oil seal.  Fits TJ/LJ rubicon Dana 44.', 'Great performance street pad', 'Better than other $50 gaugues', '8 years and still works great', ""Does what it should and doesn't leak"", 'Excellent upgrade to mushy brakes', 'Low end, blue-ish bulbs, but for $15 not bad.', 'Worthwhile for lifted TJs', 'Not a good experience', 'Almost identical to halogen 1141s, and half the price of others.', 'Solid, one-piece lug nuts', 'Slick product.  Really clean way to install gauges', 'Good quality, cheaper than local auto parts store']",4.296296296296297,nice way to control airbags disappointed overall these come in both plusnut and cap nut versions order carefully yakima vs sportrack basket this one fits m and other remote solenoid winches buy the littelfuse instead great plug good low cost cable chains excellent works well awg leads good with some changes work well but squeal when warm here are some specs missing from amazons page water tastes great after treatment good oil seal fits tj lj rubicon dana great performance street pad better than other gaugues years and still works great does what it should and doesn t leak excellent upgrade to mushy brakes low end blue ish bulbs but for not bad worthwhile for lifted tjs not a good experience almost identical to halogen s and half the price of others solid one piece lug nuts slick product really clean way to install gauges good quality cheaper than local auto parts store
137,483,A2H0KVYSQVGTEC,"['Very durable and great looking. Good way to show your colors!', 'Fits XC90 with or without ""cabin filtration system"" - but intended for ones without it', 'great product', 'Just ok', 'It is bigger than I thought', 'Exact OEM replacement for Volvo XC90 V8', 'good replacement filter', 'Fit perfect in my G8', 'perfect fit for 2010 forester', 'Real AC Delco bulb for a lot less', 'They get brighter and less yellow after ~20hrs', 'Gen 2 Valeo blade is a step backwards!', 'Works in XC90 with IQAS', 'Fits XC90 with IQAS', '2008 sonata V6 perfect fit', 'Makes loud snapping sound on return wipe!', 'good light output', 'work better than Audi all weather mats', 'diameter is too large', 'Dims within a few minutes', 'Pretty good replacements for W5W and 194', 'bulbs are amber', 'brighter than the 194NA bulb', 'fits like a glove', 'works great bright, not blue (a good thing)', 'fits perfectly in 2008 sonota']",3.9615384615384617,very durable and great looking good way to show your colors fits xc with or without cabin filtration system but intended for ones without it great product just ok it is bigger than i thought exact oem replacement for volvo xc v good replacement filter fit perfect in my g perfect fit for forester real ac delco bulb for a lot less they get brighter and less yellow after hrs gen valeo blade is a step backwards works in xc with iqas fits xc with iqas sonata v perfect fit makes loud snapping sound on return wipe good light output work better than audi all weather mats diameter is too large dims within a few minutes pretty good replacements for w w and bulbs are amber brighter than the na bulb fits like a glove works great bright not blue a good thing fits perfectly in sonota
138,486,A2H4R3DOVF10TI,"['V-Strom with Grip Puppies = Works perfectly!', 'Great on new leather/pleather', 'Excellent Quality. Easy to Apply', 'They do the job', 'Excellent filter for my Subaru Outback', 'Love it. Rain-X beware!', 'Brought my 1992 Honda Accord EX back to life!', 'Great Quality', 'Great product. Great price.', 'Is NOT a 6 Pack as described', '5 Stars to Aquapel, 2 stars to the shipper...', 'Great Idea. Wish it worked for my car', 'I was hoping they would be brighter', 'Terrible image resolution!', 'Never again', 'Perfect fit and finish', 'Picks up where PB Blaster leaves off', 'Great quality, long lasting', 'Does not fit Thule 690 MOAB', 'Best windshield product by far', 'It works!! No more static getting in/out of the car', 'Perfect from my Suzuki V-Strom', 'If you like your cars paint, you will get this', 'Perfect for my 2001 Subaru Outback', '100,000 mile, 3 year review']",4.08,v strom with grip puppies works perfectly great on new leather pleather excellent quality easy to apply they do the job excellent filter for my subaru outback love it rain x beware brought my honda accord ex back to life great quality great product great price is not a pack as described stars to aquapel stars to the shipper great idea wish it worked for my car i was hoping they would be brighter terrible image resolution never again perfect fit and finish picks up where pb blaster leaves off great quality long lasting does not fit thule moab best windshield product by far it works no more static getting in out of the car perfect from my suzuki v strom if you like your cars paint you will get this perfect for my subaru outback mile year review
139,488,A2HBMRT4U5G7S3,"['Wow these are nice', 'Vulcan 750', 'Look and feel great', 'It fits and it works and', ""I've had it on for about 400 miles."", ""I'm 6ft with a normal head."", ""Way too big and don't get them wet"", 'Vulcan 750', 'They really need to show a side view', 'Put them on my Vulcan 750', 'I can not believe it', 'Horrible and painful', 'Put it on my half helmet', ""Here's my thing"", 'Awesome except for one MINOR thing', 'Excellent bargain', 'K&N always', ""I'm only giving three stars because..."", 'Broken Gasket', 'Hopefully it will actually work', 'Wasnt easy to get on but', 'Perfect', 'Perfect fit for 2006 jeep liberty (2wd)', 'I was really worried when I first opened it', ""You'll need most of them"", 'Firm is too firm', 'well']",3.814814814814815,wow these are nice vulcan look and feel great it fits and it works and i ve had it on for about miles i m ft with a normal head way too big and don t get them wet vulcan they really need to show a side view put them on my vulcan i can not believe it horrible and painful put it on my half helmet here s my thing awesome except for one minor thing excellent bargain k n always i m only giving three stars because broken gasket hopefully it will actually work wasnt easy to get on but perfect perfect fit for jeep liberty wd i was really worried when i first opened it you ll need most of them firm is too firm well
140,491,A2HMF8ZR67BNZS,"['Good Clay Bar', 'Great Way To Save Money & Correct Fit', 'Good, However Not What I Needed', 'Excellant Detail Brushes', 'Great Little Tool', 'Great Car Wash Liquid', 'Best Ice Scraper Ever', 'Worked exactly as advertised', 'Works As Advertised', 'Great Wheel Cleaner', 'Shipped Battery Not Same As Ordered', 'Does What It Is Designed To Do---Somewhat', 'Very Good Black Plastic Restorer', 'Why Do You Need A Cart', 'Excellent Wax', 'A Toy That Would Be Nice To Have', 'Good low cost tickler battery maintainer', 'Amazing Cleaner', 'Looks Good and so far it is working', 'Good Drying Towell', 'Been Using The Liquid Too Long', 'Easy To Use Liquid Wax', 'Used On My Jeep Wrangler', 'Excellant Car Deatiler', ""Mother's Scratch Remover"", ""Mother's California Gold Clay"", 'Great For Small Surface Scratches', 'Gave Very Nice Shine', 'Another Great Mcguiar Product', 'Good but not outstanding job', 'Very Good Glass Cleaner', ""Mother's Wax Products"", 'Great Charger That Maintains My Battery', 'Easy to spray on and wipe off', 'Easy To Use Wax With Great Results', 'One of the best', 'Excellant Drying Towel', 'Very Good Microfiber Cloths', 'Excellant For Many Uses', 'Excellant for small plastic cracks on bumpers', 'My Old Standby Car Wax', 'FRAM Air Filter', 'Great Product', 'Good product --I just did not do the best job', 'Excellant Visor', 'Excellant Wheel Brush', 'I now have three wheel cleaners']",4.638297872340425,good clay bar great way to save money correct fit good however not what i needed excellant detail brushes great little tool great car wash liquid best ice scraper ever worked exactly as advertised works as advertised great wheel cleaner shipped battery not same as ordered does what it is designed to do somewhat very good black plastic restorer why do you need a cart excellent wax a toy that would be nice to have good low cost tickler battery maintainer amazing cleaner looks good and so far it is working good drying towell been using the liquid too long easy to use liquid wax used on my jeep wrangler excellant car deatiler mother s scratch remover mother s california gold clay great for small surface scratches gave very nice shine another great mcguiar product good but not outstanding job very good glass cleaner mother s wax products great charger that maintains my battery easy to spray on and wipe off easy to use wax with great results one of the best excellant drying towel very good microfiber cloths excellant for many uses excellant for small plastic cracks on bumpers my old standby car wax fram air filter great product good product i just did not do the best job excellant visor excellant wheel brush i now have three wheel cleaners
141,492,A2HQFFF63WG76T,"['Looks Great!', 'Absolutely awesome!', 'Better than expected', 'Looks great', 'Looks absolutely great!!!', 'Simple... looks real good', 'great', 'Sick', 'Good quality plugs', 'Fits perfect', 'Great motorcycle lock!!', 'Looks great!!!', 'Looks Great', 'Looks awesome', 'Perfect fit', 'So  So...', 'Looks great', 'looks good', 'Took long to receive but looks good on my monster Jeep', 'Came quick!', 'Great buy', 'Looks awesome', 'Great radiator for the price', 'good product', 'Looks great', 'Great buy', 'Cool']",4.814814814814815,looks great absolutely awesome better than expected looks great looks absolutely great simple looks real good great sick good quality plugs fits perfect great motorcycle lock looks great looks great looks awesome perfect fit so so looks great looks good took long to receive but looks good on my monster jeep came quick great buy looks awesome great radiator for the price good product looks great great buy cool
142,495,A2I2P92GUL5DDC,"[""Doesn't fit porsche 1984 944"", ""Really bad, don't buy this style shifter from any chinese aftermarket"", 'Product had an issue, but I know Mahle is great quality', 'Great oil', 'Great touch up paint', 'Trash', 'Looks great to cover the scrape on my rear bumper', 'Do not buy', 'Worked great', 'Great airfilter', 'use ENTIRE bottle', 'Great  for everything with electricity.', 'Works great!', 'effective in large doses', 'Great and simple to install.', 'Great 1:6 scale engine replica', 'did not fit', 'Great cleaner', 'Dissapointed in price hike', ""I've noticed a difference"", 'Do not buy this, length after ball is too long and rubs exhaust shield, interferes with shifting.', 'CHEAP!', 'Great looking, just a tiny problem..', 'Great product', 'go to walmart', 'I really like it', ""Good fluid, don't expect miracles."", 'Fourth once purchased.', 'Still using, will update after 3000 miles', 'Great', 'Great with one downside.']",3.838709677419355,doesn t fit porsche really bad don t buy this style shifter from any chinese aftermarket product had an issue but i know mahle is great quality great oil great touch up paint trash looks great to cover the scrape on my rear bumper do not buy worked great great airfilter use entire bottle great for everything with electricity works great effective in large doses great and simple to install great scale engine replica did not fit great cleaner dissapointed in price hike i ve noticed a difference do not buy this length after ball is too long and rubs exhaust shield interferes with shifting cheap great looking just a tiny problem great product go to walmart i really like it good fluid don t expect miracles fourth once purchased still using will update after miles great great with one downside
143,499,A2I8LFSN2IS5EO,"[""Exactly What I needed and also big and thick! (that's what she said ..lol)"", 'Looks and feels heavy Duty', 'Great and Nice Looking Charger', 'Worked great after install', 'Does what it says', ""It's grease ... it works"", 'Fit Perfect', 'Works great', 'Looks cheap and DOES NOT Hold ... Disappointing.', 'EXACTLY What I needed !!!', 'It covers my ball!!! :)', 'Awesome Headlights, Nice and Bright White Light without the Cheesy Blue Tint when in use !!!!!', ""It's A Fuse, Hopefully It Works When Needed"", 'A Little cheaply made but nice', 'No different then a regular bulb', 'Got em chap for $2.60 ... killer for the price', ""It's a hitch pin!"", 'It cover my bedroom window', 'Awesome Multimeter', 'Does what was expected', 'Nothing Special ... more basic yellow then white, and not any brighter!', 'Love This Brake Control', 'Nice fit and seem very sturdy', 'Fit Perfect on Dometic Base!!!', 'I guess it is doing the trick, great filter and brand!', 'Great small bathroom trash can!', 'Love It ... looks clean when installed and my engine can breath now!', 'Looks Perfect and levels out great!', 'Seems great', 'They work OK', 'Holds Perfect!', 'It Lubes', 'WORKED PERFECT!!!', 'Perfect !!!', 'LOVE THESE MATS']",4.3428571428571425,exactly what i needed and also big and thick that s what she said lol looks and feels heavy duty great and nice looking charger worked great after install does what it says it s grease it works fit perfect works great looks cheap and does not hold disappointing exactly what i needed it covers my ball awesome headlights nice and bright white light without the cheesy blue tint when in use it s a fuse hopefully it works when needed a little cheaply made but nice no different then a regular bulb got em chap for killer for the price it s a hitch pin it cover my bedroom window awesome multimeter does what was expected nothing special more basic yellow then white and not any brighter love this brake control nice fit and seem very sturdy fit perfect on dometic base i guess it is doing the trick great filter and brand great small bathroom trash can love it looks clean when installed and my engine can breath now looks perfect and levels out great seems great they work ok holds perfect it lubes worked perfect perfect love these mats
144,502,A2IG4L67PITDFZ,"['Good', 'Very nice diff cover.', 'Very nice park light assembly.', 'Look great!', 'Nice compact muffler.', 'Perfect!', 'Perfect!...nice fit.', 'Nice.', 'Great!', 'Nice diff cover.', 'Look nice!', 'Nice pump.', 'Great!', 'Nice sound', 'Great!', 'Nice fan.', 'Nice spacer.', 'Great!', 'Nice bikini combo.', 'Excellent distributor cap.', 'Nice muffler, but expected deeper note.', 'Nice switch, works as expected.', 'Great!', 'Ok, works as expected.', 'Nice slush mats.', 'Good rugged insulatig sheath.', 'Nice']",4.703703703703703,good very nice diff cover very nice park light assembly look great nice compact muffler perfect perfect nice fit nice great nice diff cover look nice nice pump great nice sound great nice fan nice spacer great nice bikini combo excellent distributor cap nice muffler but expected deeper note nice switch works as expected great ok works as expected nice slush mats good rugged insulatig sheath nice
145,504,A2IPBMCVNY8GPQ,"['Bolt in', 'Not so good.', 'Cargo rack', 'Alternative to Mothers', 'Works fine.', 'Works Great', 'Should have bought these long ago.', 'Very inobtrusive', 'A nice waterproof finished way to connect your stuff superior to ...', 'Exact fit.', 'Exact fit', 'Lookin good', 'Always good', 'Does the job.', 'Real seat of the pants mod', 'But I use the Royal Purple in my race car and high performance vehicles when only the best will do', 'Good quality', 'Works fine.', 'Works.', 'Well made.', ""Want a hose clamp that looks good and doesn't chop up your hands working next to ..."", 'Best clamps.', 'Valvoline quality.', 'Very good', 'OEM quality', 'Best quality.', 'Nice filter.', 'Trusted name brand', 'OEM quality', 'Great engine paint', 'Ok but...', 'Noooo Good', 'Handy size.', 'Good stuff', 'Difficut install, nice results.', 'Good battery', 'Best battery', 'Good value.', 'Must have bolts for high HP applications.', 'Looking good.', 'Light weight, big power', 'Very useful.', 'Fit is excellent.', 'Good deal', 'Difficult install. Excellent results.', 'Worked fine...for 4 minutes.', 'Very nice headers', 'Fast shipping of a genuine DuPont 134a cylinder. Price ...', 'Durable.', 'Does the job', 'Serviceable', 'Great quality.', 'Only time will tell.']",4.452830188679245,bolt in not so good cargo rack alternative to mothers works fine works great should have bought these long ago very inobtrusive a nice waterproof finished way to connect your stuff superior to exact fit exact fit lookin good always good does the job real seat of the pants mod but i use the royal purple in my race car and high performance vehicles when only the best will do good quality works fine works well made want a hose clamp that looks good and doesn t chop up your hands working next to best clamps valvoline quality very good oem quality best quality nice filter trusted name brand oem quality great engine paint ok but noooo good handy size good stuff difficut install nice results good battery best battery good value must have bolts for high hp applications looking good light weight big power very useful fit is excellent good deal difficult install excellent results worked fine for minutes very nice headers fast shipping of a genuine dupont a cylinder price durable does the job serviceable great quality only time will tell
