,UserId,UserName,ProductId,Score
138,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B0008KLOG6,3.0
139,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B0009OMYDS,5.0
140,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000ABG9T0,5.0
141,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000BW8VN0,5.0
142,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000BXMEKA,5.0
143,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000BYB2J8,5.0
144,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000BZJGUY,5.0
145,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000C01DJU,4.0
146,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000C07KJW,5.0
147,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000C1SH7K,5.0
148,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000C455YA,1.0
149,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000C45AMW,5.0
150,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000C4LSEG,5.0
151,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000C53RTO,5.0
152,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000C55SYG,5.0
153,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000C55Z0I,5.0
154,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000C59YM8,5.0
155,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000C7O05M,5.0
156,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000C95PNG,1.0
157,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000C9UJB4,5.0
158,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000CCMKZY,5.0
159,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000CFHPOC,5.0
160,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000CFO05E,5.0
161,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000CKHMI6,5.0
162,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000CNJ6JG,5.0
163,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000CP8OOW,5.0
164,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000CRB0KU,5.0
165,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000CRETSK,5.0
166,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000CRETXU,5.0
167,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000ES6WKU,1.0
168,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000ETUD22,5.0
169,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000F5HU6W,5.0
170,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000HBGHB8,5.0
171,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000HBI9DM,5.0
172,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000HBM3QQ,5.0
173,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000HBM6NG,5.0
174,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000HI2MQU,5.0
175,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000IHIB5G,5.0
176,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000JFHMVQ,5.0
177,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000L7JQE8,5.0
178,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000M8IE6W,5.0
179,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000OCKJGO,5.0
180,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000OF7MMA,3.0
181,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000OUXAE4,5.0
182,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000P0VT32,5.0
183,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000P4WD56,5.0
184,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000Q0AVHQ,5.0
185,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000RTSE70,5.0
186,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000UJW46E,5.0
187,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000V53NVM,5.0
188,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B000YE3J8W,1.0
189,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B0012TTDN8,5.0
190,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B0018PSASU,5.0
191,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B001AMA9O4,5.0
192,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B001DVROOU,5.0
193,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B001RETKBI,5.0
194,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B0026L2LQM,5.0
195,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B0026L2LXA,5.0
196,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B00279NCQQ,5.0
197,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B002MCVPVM,5.0
198,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B002SW4VLW,5.0
199,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B002UZSGW2,5.0
200,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B002XIIJCI,5.0
201,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B003TFE82O,1.0
202,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B004GGULK8,5.0
203,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B006K8VIAM,5.0
204,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B009LQ8I6W,5.0
205,A1ORODEBRN64C,"James F. Magowan ""Jimmy Mac""",B00CIGGE68,5.0
206,A3BI8BKIHESDNQ,L. J. Cunningham,B00002243X,4.0
207,A3BI8BKIHESDNQ,L. J. Cunningham,B0006LLNKE,1.0
208,A3BI8BKIHESDNQ,L. J. Cunningham,B000COMXCM,4.0
209,A3BI8BKIHESDNQ,L. J. Cunningham,B000JFJLP6,5.0
210,A3BI8BKIHESDNQ,L. J. Cunningham,B001GF7M8G,5.0
211,A3BI8BKIHESDNQ,L. J. Cunningham,B001GRQWTE,2.0
212,A3BI8BKIHESDNQ,L. J. Cunningham,B002YEY7EU,3.0
213,A3BI8BKIHESDNQ,L. J. Cunningham,B003RXW8O8,1.0
214,A3BI8BKIHESDNQ,L. J. Cunningham,B00474DBE2,5.0
215,A3BI8BKIHESDNQ,L. J. Cunningham,B0049YSV6S,5.0
216,A3BI8BKIHESDNQ,L. J. Cunningham,B004HCM9GK,5.0
217,A3BI8BKIHESDNQ,L. J. Cunningham,B004HCOE7W,5.0
218,A3BI8BKIHESDNQ,L. J. Cunningham,B004HCU77S,5.0
219,A3BI8BKIHESDNQ,L. J. Cunningham,B004LY01W8,3.0
220,A3BI8BKIHESDNQ,L. J. Cunningham,B005DSS4PC,5.0
221,A3BI8BKIHESDNQ,L. J. Cunningham,B005FUVL26,5.0
222,A3BI8BKIHESDNQ,L. J. Cunningham,B006FUT11S,5.0
223,A3BI8BKIHESDNQ,L. J. Cunningham,B00757GT1U,5.0
224,A3BI8BKIHESDNQ,L. J. Cunningham,B007EXMYIC,3.0
225,A3BI8BKIHESDNQ,L. J. Cunningham,B007VJ2KEC,5.0
226,A3BI8BKIHESDNQ,L. J. Cunningham,B007VXJKDW,5.0
227,A3BI8BKIHESDNQ,L. J. Cunningham,B00859HI12,5.0
228,A3BI8BKIHESDNQ,L. J. Cunningham,B008CID8W4,3.0
229,A3BI8BKIHESDNQ,L. J. Cunningham,B00A5ZRJ9K,5.0
230,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B00002243Z,5.0
231,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B00029KCWK,5.0
232,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B0002M9QK6,5.0
233,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B0002SRH7O,5.0
234,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B00042KJQ4,5.0
235,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B00042KQ58,2.0
236,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B00062Z0DO,5.0
237,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B0007TR4CQ,4.0
238,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B000ARPVQ6,5.0
239,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B000BUQOCM,2.0
240,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B000C2E7SM,5.0
241,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B000CIPIJI,5.0
242,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B000E243CA,5.0
243,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B000ET5TLM,5.0
244,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B000F285EG,5.0
245,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B000FRLO9Y,5.0
246,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B000JFJLQA,5.0
247,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B000MWAN76,5.0
248,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B000MY3ML8,5.0
249,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B000NCOKV0,5.0
250,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B000VLHCCW,5.0
251,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B0016LA5O8,5.0
252,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B0017101BE,5.0
253,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B0017T3P3C,4.0
254,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B001AM58QI,5.0
255,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B001REXBHW,5.0
256,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B001UE2RXS,5.0
257,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B001UFU29I,5.0
258,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B0024E6UE0,5.0
259,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B0027A6PAA,5.0
260,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B002GZ72YY,1.0
261,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B002N5L9N2,5.0
262,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B002YI72KW,1.0
263,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B003CETT26,4.0
264,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B003VUY72S,5.0
265,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B003VW650I,5.0
266,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B004LQCDOA,5.0
267,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B004OI9ME4,5.0
268,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B004P91FCO,5.0
269,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B004RH2ELA,5.0
270,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B005CCJ3E0,5.0
271,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B006EI249M,5.0
272,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B006H343FW,5.0
273,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B007TWOOGI,5.0
274,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B00AOIM2CC,5.0
275,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B00B2T034G,5.0
276,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B00B4ELMU8,5.0
277,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B00B4EQ6LS,1.0
278,A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to...",B00GMJ0RAQ,4.0
279,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B00002N5EX,5.0
280,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B000630696,5.0
281,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B00065L2D8,1.0
282,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B000BRTCIS,4.0
283,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B000BYR3BO,5.0
284,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B000C11JIY,5.0
285,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B000CMH4BY,4.0
286,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B000COD8FS,1.0
287,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B000CPCO9S,5.0
288,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B000CPIJOC,5.0
289,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B000CSC5MG,5.0
290,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B000HBM72Q,5.0
291,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B000IIFQ26,5.0
292,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B000RFTA04,5.0
293,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B001G7RB2G,5.0
294,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B001JT77K2,2.0
295,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B001JT7B3A,5.0
296,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B001O01C4I,5.0
297,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B001PCU6LU,5.0
298,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B00279AKHU,5.0
299,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B002X4CG3A,5.0
300,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B0040CTYAQ,4.0
301,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B004BSNNY2,5.0
302,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B004C0XRXQ,1.0
303,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B004W0EH1M,4.0
304,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B006WDQZ2G,5.0
305,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B006Z953EI,5.0
306,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B007WYYZFS,5.0
307,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B009G8E3U0,5.0
308,AKYDGCKCY7H9F,"R. W. Milyard ""GearJunky""",B009G8E40E,5.0
309,A3QSZ2SE3HUSXM,bluezman714,B00004SQK3,5.0
310,A3QSZ2SE3HUSXM,bluezman714,B00029JK5U,5.0
311,A3QSZ2SE3HUSXM,bluezman714,B0002LZU7K,5.0
312,A3QSZ2SE3HUSXM,bluezman714,B0009IK7YC,3.0
313,A3QSZ2SE3HUSXM,bluezman714,B000AL2RI2,5.0
314,A3QSZ2SE3HUSXM,bluezman714,B000BQQP2K,2.0
315,A3QSZ2SE3HUSXM,bluezman714,B000BWANKE,4.0
316,A3QSZ2SE3HUSXM,bluezman714,B000BWAO2G,4.0
317,A3QSZ2SE3HUSXM,bluezman714,B000BWCEC4,1.0
318,A3QSZ2SE3HUSXM,bluezman714,B000BWE37I,3.0
319,A3QSZ2SE3HUSXM,bluezman714,B000BWE3D2,1.0
320,A3QSZ2SE3HUSXM,bluezman714,B000CB976A,5.0
321,A3QSZ2SE3HUSXM,bluezman714,B000CGI3Q0,3.0
322,A3QSZ2SE3HUSXM,bluezman714,B000CN73P0,1.0
323,A3QSZ2SE3HUSXM,bluezman714,B000CORTR6,2.0
324,A3QSZ2SE3HUSXM,bluezman714,B000IWXU02,5.0
325,A3QSZ2SE3HUSXM,bluezman714,B000IZ1CNQ,2.0
326,A3QSZ2SE3HUSXM,bluezman714,B000NPM136,5.0
327,A3QSZ2SE3HUSXM,bluezman714,B000VTULPY,5.0
328,A3QSZ2SE3HUSXM,bluezman714,B000VTYIK8,5.0
329,A3QSZ2SE3HUSXM,bluezman714,B000VU07SY,3.0
330,A3QSZ2SE3HUSXM,bluezman714,B0013JVZ7O,5.0
331,A3QSZ2SE3HUSXM,bluezman714,B001AWU6KQ,5.0
332,A3QSZ2SE3HUSXM,bluezman714,B0028JQZ5U,5.0
333,A3QSZ2SE3HUSXM,bluezman714,B002UZW362,4.0
334,A3QSZ2SE3HUSXM,bluezman714,B002ZSIAPM,4.0
335,A3QSZ2SE3HUSXM,bluezman714,B003XZQQZM,3.0
336,A3QSZ2SE3HUSXM,bluezman714,B003YMAGAU,1.0
337,A3QSZ2SE3HUSXM,bluezman714,B004LF1TVY,4.0
